"","participant","activity","body_time_mean_X","body_time_mean_Y","body_time_mean_Z","body_time_stdev_X","body_time_stdev_Y","body_time_stdev_Z","gravity_time_mean_X","gravity_time_mean_Y","gravity_time_mean_Z","gravity_time_stdev_X","gravity_time_stdev_Y","gravity_time_stdev_Z","body_timeJerk_mean_X","body_timeJerk_mean_Y","body_timeJerk_mean_Z","body_timeJerk_stdev_X","body_timeJerk_stdev_Y","body_timeJerk_stdev_Z","gyro_time_mean_X","gyro_time_mean_Y","gyro_time_mean_Z","gyro_time_stdev_X","gyro_time_stdev_Y","gyro_time_stdev_Z","gyro_timeJerk_mean_X","gyro_timeJerk_mean_Y","gyro_timeJerk_mean_Z","gyro_timeJerk_stdev_X","gyro_timeJerk_stdev_Y","gyro_timeJerk_stdev_Z","body_frequency_mean_X","body_frequency_mean_Y","body_frequency_mean_Z","body_frequency_stdev_X","body_frequency_stdev_Y","body_frequency_stdev_Z","body_frequencyJerk_mean_X","body_frequencyJerk_mean_Y","body_frequencyJerk_mean_Z","body_frequencyJerk_stdev_X","body_frequencyJerk_stdev_Y","body_frequencyJerk_stdev_Z","gyro_frequency_mean_X","gyro_frequency_mean_Y","gyro_frequency_mean_Z","gyro_frequency_stdev_X","gyro_frequency_stdev_Y","gyro_frequency_stdev_Z"
"27",5,"standing","1.9695721e-001","5.6389711e-002","1.2161435e-001","-8.1537056e-001","-7.1897289e-001","-5.8503713e-001","9.6801774e-001","-4.4242136e-002","1.6168764e-001","-8.1205865e-001","-6.7810896e-001","-5.5600132e-001","1.3811321e-002","-2.9115576e-002","5.6413735e-002","-8.4752020e-001","-8.8532071e-001","-8.6861460e-001","-1.6012176e-002","4.0718162e-001","-3.0094776e-001","-9.1935873e-001","-7.6606351e-001","-5.8033127e-001","-1.2656839e-001","-5.4214946e-002","1.9051202e-001","-8.8988309e-001","-7.3800520e-001","-7.6658851e-001","-8.0823030e-001","-8.0633402e-001","-7.3721052e-001","-8.1811801e-001","-6.9813829e-001","-5.4623921e-001","-8.3679920e-001","-8.8762062e-001","-8.3943133e-001","-8.7540355e-001","-8.9070733e-001","-9.0007000e-001","-8.8150320e-001","-7.0271233e-001","-4.9926842e-001","-9.3197153e-001","-8.1748153e-001","-6.4895964e-001"
"28",5,"walking","2.5043299e-001","-5.4901682e-002","-4.5979808e-002","-4.2943017e-001","4.2616089e-002","-4.1810135e-001","9.7514083e-001","-8.0858614e-002","-4.1520198e-002","-9.6547125e-001","-9.0706378e-001","-8.5298219e-001","-1.8995068e-002","3.5810431e-003","2.5299847e-001","-4.1922363e-001","-1.6653018e-001","-7.5920042e-001","-4.5350852e-001","1.0062975e-001","2.2095490e-002","-3.9619600e-001","-5.4472708e-001","-3.3891159e-001","6.3410147e-002","-1.4561507e-001","5.6822832e-003","-4.3785049e-001","-6.9517559e-001","-2.5594986e-001","-4.3769186e-001","-1.2515269e-001","-5.3624267e-001","-4.2609619e-001","5.7242970e-002","-4.0211227e-001","-4.6877931e-001","-3.1150121e-001","-7.3286974e-001","-4.1891878e-001","-7.1070509e-002","-7.8403273e-001","-2.5758953e-001","-5.6832790e-001","-2.4545278e-001","-4.4034044e-001","-5.3387632e-001","-4.3304183e-001"
"29",5,"walking_downstairs","2.6375943e-001","4.7499744e-002","-4.3262579e-002","1.5340317e-001","7.3691194e-002","-1.1426012e-001","9.4063434e-001","-3.7288954e-002","-8.5089931e-003","-9.5543445e-001","-8.4629768e-001","-8.7723163e-001","1.4448576e-001","-6.5161294e-003","-9.8031243e-003","1.2127926e-001","9.8075861e-002","-3.1275356e-001","7.3451062e-002","-2.9636910e-002","7.7464553e-002","-6.1919278e-001","-2.6288369e-001","-8.2232619e-002","-1.8940809e-001","-2.0098513e-001","6.9706070e-002","-4.1404871e-001","-3.7034112e-001","8.9884090e-002","1.0146803e-001","6.0008628e-002","-2.1093250e-001","1.7322261e-001","1.3081294e-002","-1.3113239e-001","1.0112427e-001","1.0654925e-002","-3.3572957e-001","4.1544023e-002","1.2159937e-001","-2.9157605e-001","-4.3705010e-001","-2.7557290e-001","8.1124831e-002","-6.8019791e-001","-2.6031650e-001","-2.2659693e-001"
"30",5,"walking_upstairs","1.7910807e-001","-1.8388452e-001","-1.1348063e-001","-7.6498678e-002","2.5474240e-001","-3.5270707e-001","9.7594949e-001","-1.5005925e-001","-2.0364413e-002","-8.9931318e-001","-5.7555334e-001","-8.8940574e-001","-1.7375333e-002","-1.2232264e-001","-7.5448060e-003","-2.2127775e-001","-2.9008128e-001","-6.7450061e-001","3.9873529e-001","-2.2974580e-001","-7.3341008e-002","-5.3931727e-001","-4.6958169e-001","-2.2605021e-001","-3.4252098e-001","-8.8351744e-002","-1.3576572e-001","-3.4751798e-001","-6.7011465e-001","-2.9400862e-001","-2.4479785e-001","4.5782555e-003","-5.8089089e-001","-1.7966823e-002","2.9184185e-001","-2.9662945e-001","-3.2924242e-001","-3.6163969e-001","-6.8648161e-001","-1.8212542e-001","-2.5881148e-001","-6.6252772e-001","-3.3609350e-001","-5.8487262e-001","-2.0658323e-001","-6.0635321e-001","-4.1305999e-001","-3.0322204e-001"
"31",6,"laying","5.1565423e-001","-3.0471269e-002","-2.1497147e-001","-8.3339958e-001","-8.4128051e-001","-8.3639485e-001","-4.0620166e-001","9.4918555e-001","3.1552116e-001","-7.2664522e-001","-9.3931609e-001","-8.4250211e-001","1.0579008e-001","2.3464575e-002","-4.8888906e-002","-8.9153544e-001","-8.3893780e-001","-9.1492742e-001","1.3473680e-001","-1.9829491e-001","6.7542434e-001","-8.8589977e-001","-7.9006052e-001","-6.9811283e-001","-1.2832418e-001","-5.0133988e-002","-1.8740550e-001","-8.5707453e-001","-8.5997465e-001","-7.6801297e-001","-8.6375532e-001","-8.2993834e-001","-8.6770072e-001","-8.2252619e-001","-8.5688125e-001","-8.3169745e-001","-8.9625422e-001","-8.3913553e-001","-9.0402412e-001","-8.9607401e-001","-8.5037001e-001","-9.2450502e-001","-8.3966281e-001","-7.9282671e-001","-6.4224357e-001","-9.0093572e-001","-7.8977163e-001","-7.4641547e-001"
"32",6,"sitting","2.5187074e-001","4.1622432e-002","-1.7277115e-001","-9.6232648e-001","-7.4924424e-001","-8.1745965e-001","8.9403330e-001","1.8798679e-001","2.5276508e-001","-9.7494635e-001","-7.4119737e-001","-8.2961965e-001","8.1552010e-002","-1.6672323e-001","-3.8832608e-002","-9.4903457e-001","-9.4561849e-001","-9.4345832e-001","7.0966207e-003","-1.8905145e-001","2.8919435e-001","-8.8797078e-001","-7.9442500e-001","-8.4672990e-001","-2.1413263e-002","1.6342506e-001","3.2705867e-002","-9.0691714e-001","-9.0234936e-001","-9.3830048e-001","-9.5094300e-001","-7.6414649e-001","-8.7276720e-001","-9.6788482e-001","-7.5643547e-001","-8.0353679e-001","-9.4444289e-001","-9.3856680e-001","-9.2610925e-001","-9.5978191e-001","-9.6033975e-001","-9.6313681e-001","-8.4760780e-001","-7.5734509e-001","-8.3668604e-001","-9.0089606e-001","-8.2249145e-001","-8.6402452e-001"
"33",6,"standing","2.9299646e-001","-3.6745778e-002","-1.1178184e-001","-9.5357132e-001","-8.6392891e-001","-8.7078576e-001","9.5471157e-001","-1.6472984e-001","1.2358043e-001","-9.7157205e-001","-9.3238933e-001","-9.1862444e-001","8.0181117e-002","2.4478816e-002","-4.6177186e-002","-9.0172824e-001","-9.1312527e-001","-9.5444979e-001","1.8188281e-002","1.6593266e-001","1.7303794e-001","-9.2835630e-001","-8.9331411e-001","-8.5483567e-001","-1.1858818e-001","-8.5955281e-002","-9.0007077e-002","-9.2134364e-001","-9.2549556e-001","-8.0194490e-001","-9.3301116e-001","-8.7504312e-001","-9.1224702e-001","-9.6480767e-001","-8.6584319e-001","-8.5946641e-001","-8.9731738e-001","-9.0849747e-001","-9.4761013e-001","-9.1627013e-001","-9.2587757e-001","-9.6002407e-001","-9.0694449e-001","-8.8553320e-001","-7.8780410e-001","-9.3510460e-001","-8.9910372e-001","-8.9865220e-001"
"34",6,"walking","2.6075630e-001","-3.4362473e-002","-1.6878845e-001","-4.2693097e-001","4.3189434e-002","-5.5318774e-001","9.6460134e-001","-1.9999936e-001","4.9968740e-002","-9.7155205e-001","-9.3864034e-001","-8.7893036e-001","3.1670811e-001","-2.8172749e-001","-9.1407242e-002","-3.5214890e-001","-2.2936502e-001","-7.4256915e-001","3.6770441e-001","-2.8226963e-001","1.0589867e-001","-4.5799794e-001","-4.6065988e-001","-5.5677316e-001","-1.0555086e-001","1.2926620e-001","2.6848420e-002","-4.1772391e-001","-6.2073959e-001","-5.1536396e-001","-3.4410795e-001","1.3331995e-002","-6.0797560e-001","-4.6298846e-001","-6.9189650e-003","-5.5793110e-001","-3.4935159e-001","-2.7935773e-001","-7.2581688e-001","-4.1508062e-001","-2.2532818e-001","-7.5709998e-001","-3.7749035e-001","-4.7160408e-001","-4.6093372e-001","-4.8490420e-001","-4.5775014e-001","-6.3370194e-001"
"35",6,"walking_downstairs","2.3405608e-001","-1.1145524e-002","-1.3880676e-001","2.6609479e-001","-4.6511961e-004","-6.2637927e-001","9.4517586e-001","-1.7104900e-001","1.8959664e-002","-9.6977261e-001","-9.3798008e-001","-9.5803174e-001","3.7262605e-001","-3.6063922e-001","4.8111694e-003","1.1090842e-002","-5.5091322e-003","-7.5378429e-001","-4.0450186e-002","-7.4166917e-002","6.5145110e-002","-6.3441762e-001","-5.0217429e-001","-3.4700368e-001","-9.8224405e-002","-2.5117399e-001","1.1117876e-001","-4.1922060e-001","-5.7472084e-001","-1.9637761e-001","9.3904970e-002","1.1207144e-002","-6.8690376e-001","3.2781306e-001","-7.0032756e-002","-6.2277481e-001","-2.7618484e-002","-1.0399910e-001","-7.5537573e-001","-3.7864309e-002","3.6410123e-002","-7.5077659e-001","-4.8670426e-001","-4.3340045e-001","-2.0743940e-001","-6.8252173e-001","-5.5343711e-001","-4.5964016e-001"
"36",6,"walking_upstairs","2.5738042e-001","-1.1521330e-001","-1.8615343e-001","-7.6125907e-002","1.4651196e-001","-3.7518040e-001","9.6024849e-001","-2.3479495e-001","6.2215814e-002","-9.2885933e-001","-7.3829491e-001","-8.4958074e-001","6.0695193e-002","6.9899791e-002","-2.3430656e-001","-1.9525308e-001","-1.9768663e-001","-7.3722277e-001","-6.5162024e-001","4.8416904e-002","2.0974108e-002","-5.6043169e-001","-5.5697461e-001","-3.3189509e-001","1.3977240e-002","7.3070058e-002","-4.3643627e-003","-3.8277330e-001","-6.9926707e-001","-4.7260031e-001","-2.0630705e-001","-4.2279453e-002","-4.9698188e-001","-2.9534127e-002","1.6428076e-001","-3.6044426e-001","-3.0256411e-001","-2.9750561e-001","-7.1560493e-001","-1.5857835e-001","-1.4317125e-001","-7.5677519e-001","-3.8395690e-001","-5.7271731e-001","-3.4710266e-001","-6.1785231e-001","-5.5057756e-001","-3.8795766e-001"
"37",7,"laying","-4.0995186e-001","1.2748494e-001","-7.5514532e-002","-3.4368171e-001","-4.3596050e-001","-6.4812593e-001","-2.4550668e-001","1.5624602e-001","9.7358164e-001","2.8601047e-001","-6.8605316e-001","-7.0197183e-001","6.3841473e-001","1.4771592e-002","-3.0453375e-001","-8.2124609e-001","-7.5393967e-001","-7.3731660e-001","1.1819722e-001","-8.5197318e-001","4.8370198e-001","-5.2733748e-001","-7.3716856e-001","-7.0239005e-001","-3.9703370e-001","6.5863618e-002","9.8057034e-002","-7.0622940e-001","-7.7011049e-001","-9.0347647e-001","-3.2448772e-001","-5.6819831e-001","-6.0572052e-001","-3.5122129e-001","-4.1089478e-001","-7.0550847e-001","-8.2689000e-001","-7.4598139e-001","-7.1661806e-001","-8.3113677e-001","-7.8248186e-001","-7.5589035e-001","-3.9919400e-001","-7.0931027e-001","-6.9622587e-001","-5.6793049e-001","-7.5780563e-001","-7.3147834e-001"
"38",7,"sitting","3.2290073e-001","4.3107910e-002","3.6292123e-002","-9.2238349e-001","-3.6292876e-001","-4.3438119e-001","9.5992175e-001","-2.5726119e-002","-4.0426845e-002","-8.4278827e-001","-6.2686057e-001","-2.9052408e-001","3.0440914e-002","-1.7959187e-001","-3.2951001e-001","-9.5138995e-001","-8.6894404e-001","-9.1638460e-001","-2.6042168e-002","-2.7529525e-001","1.3338195e-001","-4.6818586e-001","-8.1089282e-001","-4.8706544e-001","-6.9856365e-002","-5.1590476e-002","-2.0600920e-002","-7.9274188e-001","-9.3260490e-001","-8.5319342e-001","-9.2102788e-001","-5.7918854e-001","-5.9287600e-001","-9.2274915e-001","-3.1171264e-001","-4.0030488e-001","-9.4734738e-001","-8.7259930e-001","-9.0039485e-001","-9.6117463e-001","-8.7384142e-001","-9.3226397e-001","-6.1685256e-001","-8.6033631e-001","-6.6993814e-001","-4.4567336e-001","-7.8706697e-001","-4.8666671e-001"
"39",7,"standing","2.8291324e-001","1.6606408e-003","-1.0192337e-001","-9.6409179e-001","-9.2709521e-001","-9.0446203e-001","9.4951883e-001","-1.2206182e-001","-2.0674930e-001","-9.8973037e-001","-9.7662144e-001","-9.6171863e-001","1.1125782e-001","2.7746054e-002","2.9467144e-003","-9.4900959e-001","-9.6124426e-001","-9.6560633e-001","-1.8896225e-001","1.4343674e-002","1.4166377e-001","-6.6239360e-001","-9.3030875e-001","-9.0267345e-001","9.6313228e-002","-7.7985388e-002","-7.7020480e-002","-9.3803416e-001","-9.5946726e-001","-9.7079015e-001","-9.5231798e-001","-9.4079923e-001","-9.3157315e-001","-9.6995478e-001","-9.2405927e-001","-8.9708386e-001","-9.4956853e-001","-9.6076570e-001","-9.6005726e-001","-9.5298773e-001","-9.6467901e-001","-9.6989209e-001","-6.3856166e-001","-9.3158779e-001","-9.2521455e-001","-6.7212087e-001","-9.2991470e-001","-9.0488367e-001"
"40",7,"walking","2.0806983e-001","2.5750056e-003","-1.2476458e-001","-6.5437591e-001","-5.7937091e-001","-2.0037814e-001","9.2670486e-001","-1.1646761e-001","-2.7603183e-001","-9.7960258e-001","-9.6880511e-001","-9.6792036e-001","2.9234830e-001","-1.0364893e-002","1.7894774e-001","-6.5923165e-001","-6.3441484e-001","-5.9680745e-001","-1.1082189e-001","-7.2507849e-002","9.6167805e-002","-7.1509176e-001","-6.9231822e-001","-5.9914496e-001","-1.2078220e-001","-1.0718516e-001","6.6607631e-002","-6.7687970e-001","-7.0150466e-001","-7.4896548e-001","-6.0101748e-001","-5.6219510e-001","-3.8682088e-001","-6.7773690e-001","-6.1494900e-001","-1.6848793e-001","-6.7592818e-001","-6.5095456e-001","-5.6345593e-001","-6.7167483e-001","-6.4064739e-001","-6.2785449e-001","-6.3385063e-001","-6.5633482e-001","-6.0093941e-001","-7.4084839e-001","-7.1893631e-001","-6.3505338e-001"
"41",7,"walking_downstairs","2.4045018e-001","-1.9734543e-002","-7.4039996e-002","-3.4697241e-001","-4.8015576e-001","-3.0558613e-001","9.0664959e-001","-1.1472662e-001","-2.8508874e-001","-9.6962113e-001","-9.4536324e-001","-9.6319493e-001","8.9856338e-002","-1.2639170e-001","5.3917481e-002","-3.0885323e-001","-6.4715731e-001","-4.6443698e-001","-2.2978128e-001","1.9177056e-002","2.1911124e-001","-6.4664942e-001","-5.1791656e-001","-4.8519229e-001","1.5388816e-001","1.8039349e-002","-1.3267448e-001","-7.3335703e-001","-5.6115802e-001","-6.6472952e-001","-2.6456909e-001","-5.2383865e-001","-3.1871715e-001","-3.8241009e-001","-4.9019431e-001","-3.5386908e-001","-2.4273789e-001","-6.8611926e-001","-4.0138968e-001","-4.6083986e-001","-6.2796612e-001","-5.2669584e-001","-5.4687174e-001","-4.7648201e-001","-4.6456827e-001","-6.7825028e-001","-5.4881772e-001","-5.3909895e-001"
"42",7,"walking_upstairs","1.6640903e-001","-5.8462262e-002","-2.1667026e-001","-3.5042360e-001","-3.4705165e-001","-1.0865630e-002","8.4767036e-001","-1.6218420e-001","-4.2275991e-001","-8.8079042e-001","-8.6341397e-001","-7.9801994e-001","-2.0875651e-001","2.3545672e-001","-8.7073128e-002","-4.8796379e-001","-6.1095502e-001","-6.0765929e-001","-7.1269681e-001","1.2239253e-001","6.3840073e-001","-4.6827895e-001","-4.6964856e-001","-4.6504466e-001","7.8363949e-002","-2.4329118e-001","-3.1608157e-001","-6.9318712e-001","-6.7242794e-001","-7.6100133e-001","-3.8653489e-001","-4.5631089e-001","-3.1630065e-001","-3.3658216e-001","-3.3563073e-001","5.8067927e-002","-5.2265483e-001","-6.1943662e-001","-5.8524858e-001","-4.9670347e-001","-6.2856075e-001","-6.2748570e-001","-4.5567224e-001","-5.1941493e-001","-4.6344949e-001","-4.7758155e-001","-4.4472855e-001","-5.1432110e-001"
"43",8,"laying","3.7567476e-001","-1.5197245e-002","-1.5873168e-001","-9.3939802e-001","-8.9511524e-001","-9.0874639e-001","-3.0032733e-001","8.2990711e-001","5.3828987e-001","-8.6228801e-001","-9.1561235e-001","-8.7513986e-001","3.8065501e-002","5.1407365e-002","-1.7327641e-002","-9.8786173e-001","-9.7874085e-001","-9.8952010e-001","1.1772375e-001","1.4668342e-001","6.3026299e-001","-9.7090053e-001","-9.5821095e-001","-8.0365408e-001","-9.9928995e-002","-6.9224199e-002","-1.7246406e-001","-9.9172703e-001","-9.8913919e-001","-9.9137004e-001","-9.5656393e-001","-9.2419608e-001","-9.6123540e-001","-9.3337721e-001","-8.8765759e-001","-8.9238972e-001","-9.8632686e-001","-9.7583310e-001","-9.8657835e-001","-9.9108202e-001","-9.8470212e-001","-9.9129805e-001","-9.8011987e-001","-9.6266611e-001","-8.2119611e-001","-9.6923189e-001","-9.5582116e-001","-8.1593727e-001"
"44",8,"sitting","3.2150855e-002","2.3568715e-001","-7.7365735e-002","-8.0349783e-001","8.8641347e-002","-5.7556069e-001","7.0604169e-001","3.2259807e-001","4.0463377e-001","-6.0414489e-001","1.4104317e-002","-5.5619165e-001","1.7317866e-001","-4.6750501e-001","-2.2723614e-001","-9.6346969e-001","-9.3818563e-001","-9.7747372e-001","-7.3076150e-002","-2.9420627e-001","3.4202678e-001","-9.5505286e-001","-9.1033570e-001","-8.2318632e-001","-1.4517649e-001","-8.0837788e-002","7.7698751e-002","-9.7102746e-001","-9.6288732e-001","-9.5787596e-001","-8.5477994e-001","-2.3348294e-001","-7.2403969e-001","-7.8622528e-001","1.5963733e-001","-5.3840300e-001","-9.5742165e-001","-9.3279868e-001","-9.7616912e-001","-9.7554469e-001","-9.5040910e-001","-9.7709874e-001","-9.3317635e-001","-9.1773489e-001","-8.0461155e-001","-9.6237525e-001","-9.0654848e-001","-8.4575506e-001"
"45",8,"standing","3.0065709e-001","3.0198129e-002","5.8008298e-002","-9.5060375e-001","-7.2840196e-001","-6.8677615e-001","9.6809287e-001","-9.5332545e-002","1.4056377e-002","-9.6337007e-001","-7.6518140e-001","-5.0992138e-001","7.5058842e-002","-1.6159302e-001","-1.4969138e-001","-9.1314039e-001","-9.4526423e-001","-8.5263166e-001","-3.4924432e-002","2.8661484e-001","-3.9702105e-002","-9.3476037e-001","-7.9018565e-001","-9.1479212e-001","-1.2025483e-001","-1.4519574e-001","-5.8177330e-002","-8.9887409e-001","-8.4692094e-001","-9.1430162e-001","-9.3196095e-001","-7.8066618e-001","-7.4345224e-001","-9.6027239e-001","-7.2006033e-001","-6.8065639e-001","-9.0796579e-001","-9.3932224e-001","-8.2715198e-001","-9.2769999e-001","-9.5808647e-001","-8.7837363e-001","-8.9868437e-001","-7.7183092e-001","-8.9979471e-001","-9.4724905e-001","-8.0380154e-001","-9.2805887e-001"
"46",8,"walking","2.0827927e-001","-4.4772946e-002","-6.6532325e-002","-2.2405272e-001","2.4530608e-001","-3.4637178e-001","9.5730895e-001","-2.5662443e-001","-3.8469542e-002","-9.6166057e-001","-8.8729213e-001","-9.2152929e-001","4.0936749e-001","2.6664935e-001","1.4546042e-001","-2.5700626e-001","1.5041423e-001","-5.8229130e-001","1.8507787e-001","-1.6309798e-001","-3.0612671e-002","-1.6541077e-001","-2.7992801e-001","-3.7656058e-001","-3.0742877e-001","-5.6825899e-002","-1.1802828e-001","-2.2971320e-001","-5.3219706e-001","-4.9050246e-001","-1.6518934e-001","2.2361917e-001","-4.2309192e-001","-2.4842509e-001","1.7794577e-001","-3.5567779e-001","-2.9859474e-001","-3.0121103e-002","-5.5043042e-001","-2.7889002e-001","2.6416512e-001","-6.1170557e-001","-6.5256423e-002","-3.7462069e-001","-3.5365085e-001","-2.0041681e-001","-2.3218503e-001","-4.4116777e-001"
"47",8,"walking_downstairs","3.1208840e-001","-4.2341807e-002","-6.8359943e-002","1.3868843e-002","1.5456176e-001","2.4112652e-002","9.1694761e-001","-2.1851499e-001","5.3681652e-002","-9.2682951e-001","-9.5133706e-001","-9.6397823e-001","-1.6125802e-001","-2.8531443e-001","2.8855550e-001","6.4645969e-002","1.0432416e-001","-2.2767781e-001","-9.8972794e-002","-2.5969411e-002","3.5474300e-002","-5.6061456e-001","1.7681468e-003","-1.8753952e-001","-3.7990807e-002","-3.3648721e-001","-3.3466188e-001","-3.4325806e-001","-3.2427609e-001","-2.5515359e-001","2.1106311e-002","1.4049659e-001","1.7892851e-002","1.1024744e-002","8.8982147e-002","-5.5609265e-002","-2.1772462e-002","-1.0704161e-002","-1.5398489e-001","6.0593746e-002","1.5663364e-001","-2.9910160e-001","-3.7637116e-001","-1.0748722e-002","1.0230343e-002","-6.2093828e-001","2.3500005e-003","-3.3842323e-001"
"48",8,"walking_upstairs","1.3396550e-001","-6.1974360e-002","-9.2275735e-002","-1.9792231e-001","2.5723902e-001","2.2407291e-001","9.4062417e-001","-2.8349655e-001","2.1163820e-002","-9.2688204e-001","-9.4146334e-001","-7.9011611e-001","3.4164563e-001","-2.6977464e-001","-3.1881094e-001","-2.8244220e-001","-3.2522962e-002","-5.4956301e-001","5.9868143e-001","-5.4933905e-001","1.9787063e-002","-3.8191566e-001","-4.0383855e-002","-3.1319362e-002","-1.6636867e-002","-4.3885190e-001","-4.0486722e-002","-3.2957786e-001","-4.7442482e-001","-4.4176510e-001","-2.2319073e-001","1.9536659e-001","-1.2624679e-001","-1.8809460e-001","2.0984002e-001","2.9838120e-001","-3.0541798e-001","-4.3966996e-002","-5.0141769e-001","-3.2211640e-001","-8.8482766e-002","-5.9620649e-001","-1.9840897e-001","-1.3206265e-001","-1.2061406e-001","-4.4022874e-001","5.4795358e-003","-9.2304174e-002"
"49",9,"laying","-4.1627026e-001","-2.4966026e-002","-3.4779749e-002","-2.9748057e-001","-6.4215059e-001","-6.0245658e-001","-4.3313049e-001","2.1426564e-001","9.6203022e-001","5.4211655e-001","-9.2177585e-001","-5.0508339e-001","5.6938525e-001","-1.1552087e-001","-2.3662956e-001","-8.5811312e-001","-8.4150577e-001","-8.6676027e-001","5.4067631e-002","-7.8365493e-001","4.0633650e-001","-8.5805552e-001","-7.7886323e-001","-9.2289811e-001","-8.7791251e-002","-7.3031208e-002","-6.5517267e-002","-8.8573630e-001","-8.6380739e-001","-9.2935508e-001","-3.8504993e-001","-7.0736084e-001","-6.8036714e-001","-2.6561967e-001","-6.3309837e-001","-5.9231003e-001","-8.5769301e-001","-8.4768564e-001","-8.5945168e-001","-8.7162109e-001","-8.4531258e-001","-8.7209917e-001","-8.4538422e-001","-7.9188439e-001","-9.0737267e-001","-8.6275807e-001","-7.7263702e-001","-9.3573372e-001"
"50",9,"sitting","2.3379765e-001","-8.9945852e-003","-6.8190706e-002","-9.4722788e-001","-8.0184680e-001","-7.9433039e-001","9.6204356e-001","1.8275623e-002","1.6758123e-001","-9.2175593e-001","-9.0054908e-001","-7.6976140e-001","9.6769587e-002","-9.1414679e-002","-1.2655807e-001","-9.4162654e-001","-9.5440508e-001","-9.6411509e-001","-3.7527472e-002","-1.0961750e-001","1.4691781e-001","-9.3706942e-001","-9.3855350e-001","-9.4654260e-001","-1.1571064e-001","-7.8739960e-002","-3.7334357e-002","-9.4259449e-001","-9.6354169e-001","-9.7362804e-001","-9.3921385e-001","-8.3930944e-001","-8.5229412e-001","-9.5066383e-001","-7.9569056e-001","-7.8062643e-001","-9.4050930e-001","-9.5344866e-001","-9.5704539e-001","-9.4832306e-001","-9.5899166e-001","-9.7026047e-001","-9.2382915e-001","-9.3643195e-001","-9.5158222e-001","-9.4122776e-001","-9.4024780e-001","-9.4962355e-001"
"51",9,"standing","2.7911531e-001","1.0562350e-002","-5.9284912e-002","-9.0669433e-001","-8.4956897e-001","-7.7939054e-001","9.6160999e-001","-6.0821273e-002","1.4012217e-001","-9.7100453e-001","-9.2428255e-001","-8.5855480e-001","1.0988157e-001","1.0466658e-002","9.3535311e-002","-8.7315937e-001","-9.2669473e-001","-9.2290952e-001","1.3646726e-002","-4.9689870e-002","2.0412199e-001","-8.8337266e-001","-8.4898547e-001","-9.2464437e-001","-1.5713962e-001","-1.7124033e-002","-8.8110634e-002","-8.6573351e-001","-9.0058240e-001","-9.3832956e-001","-8.8033919e-001","-8.8485138e-001","-8.3418531e-001","-9.1938369e-001","-8.4187943e-001","-7.6791551e-001","-8.7075496e-001","-9.2465934e-001","-9.1252798e-001","-8.8772208e-001","-9.3476610e-001","-9.3202408e-001","-8.3295340e-001","-8.5114101e-001","-9.1105210e-001","-8.9992817e-001","-8.4864652e-001","-9.3650341e-001"
"52",9,"walking","2.5692753e-001","-7.7237772e-002","-1.5986202e-001","-2.6322573e-001","-1.5235504e-001","-4.7242439e-002","9.7504747e-001","-6.1627819e-002","2.1925750e-002","-9.7852762e-001","-8.8423404e-001","-7.3043623e-001","7.6654293e-002","2.1147911e-001","2.2884829e-001","-2.5710731e-001","-2.3611524e-001","-3.6218428e-001","-2.6289523e-002","1.4014740e-001","1.2734111e-001","-4.9840222e-001","-5.8927502e-001","-2.5741885e-001","-1.7212475e-001","-2.2135029e-001","-1.6604088e-001","-5.7466218e-001","-6.7904477e-001","-4.0747086e-001","-3.8101257e-001","-1.9283363e-001","-2.2327572e-001","-2.2154689e-001","-1.8454101e-001","-3.0042950e-002","-3.7419847e-001","-3.7761655e-001","-3.6891131e-001","-2.0745752e-001","-1.4090540e-001","-3.5497379e-001","-4.3947324e-001","-5.8375133e-001","-2.4717964e-001","-5.1906196e-001","-5.9557588e-001","-3.2861218e-001"
"53",9,"walking_downstairs","3.6489804e-001","-2.0107747e-002","1.0560103e-002","3.2771917e-002","-2.9559283e-001","-4.1581940e-001","9.6168447e-001","-7.0850463e-002","2.3115200e-002","-9.4619988e-001","-9.5246934e-001","-7.9750736e-001","5.4279943e-001","-2.4892896e-001","5.8065247e-002","-2.7993789e-001","-4.5086533e-001","-6.4523614e-001","-3.4044059e-002","2.5754337e-002","5.9985167e-002","-6.6142568e-001","-5.8136229e-001","-4.5533499e-001","6.0778431e-002","-1.4205242e-001","-1.4127143e-001","-7.1800493e-001","-7.0594975e-001","-6.3332237e-001","-2.8400381e-002","-2.6786062e-001","-4.4743051e-001","5.5993118e-002","-3.5527511e-001","-4.4414605e-001","-3.1847752e-001","-4.5648822e-001","-5.9601310e-001","-3.0295535e-001","-4.8365942e-001","-6.9458463e-001","-5.8033963e-001","-5.9135266e-001","-5.1535280e-001","-6.8716063e-001","-5.7819234e-001","-4.8668673e-001"
